Código;Nome;Turmas;Discentes;Cancelamentos;Reprovações Média;Reprovações Nota;Reprovações Falta;Reprovações Média e Falta;Reprovações Nota e Falta;Trancamentos;Total Insucesso;Semestre;Departamento;Curso
MAT0031;INTRODUCAO A ALGEBRA LINEAR;9;222;14;41;0;14;0;0;14;83;2024-2;MAT;Software
DAN0022;INTRODUÇÃO À ANTROPOLOGIA;1;1;1;0;0;0;0;0;0;1;2024-2;DAN;Software
GEM0049;INTRODUCAO A BIOLOGIA EVOLUTIVA;1;1;0;0;0;1;0;0;0;1;2024-2;GEM;Software
CEL0091;INTRODUÇÃO A BIOTECNOLOGIA;1;3;0;0;0;0;0;0;0;0;2024-2;CEL;Software
POL0011;INTRODUÇÃO À CIÊNCIA POLÍTICA;1;1;0;0;0;0;0;0;0;0;2024-2;POL;Software
CCA0103;INTRODUÇÃO À CONTABILIDADE;1;1;0;0;0;1;0;0;0;1;2024-2;CCA;Software
ECO0019;INTRODUÇÃO À ECONOMIA;4;6;0;2;0;0;0;0;0;2;2024-2;ECO;Software
FGA0163;INTRODUÇÃO À ENGENHARIA;3;16;3;0;0;1;0;0;3;7;2024-2;FGA;Software
CIC0191;INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS;1;4;0;1;0;0;0;0;2;3;2024-2;CIC;Software
FGA0155;INTRODUÇÃO AO DESIGN E CONCEPÇÃO DE VEÍCULOS;1;2;0;0;0;0;0;0;1;1;2024-2;FGA;Software
FDD0006;INTRODUÇÃO AO DIREITO 1;1;1;0;1;0;0;0;0;0;1;2024-2;FDD;Software
HIS0084;INTRODUÇÃO AO ESTUDO DA HISTÓRIA;1;1;0;1;0;0;0;0;0;1;2024-2;HIS;Software
IRI0013;INTRODUÇÃO AO ESTUDO DAS RELAÇÕES INTERNACIONAIS;1;2;1;0;0;0;0;0;0;1;2024-2;IRI;Software
SOL0042;INTRODUÇÃO À SOCIOLOGIA;1;2;0;0;0;0;0;0;0;0;2024-2;SOL;Software
LET0073;JAPONES 1;1;1;0;0;0;0;0;0;0;0;2024-2;LET;Software
CEN0007;LABORATÓRIO DE CRIAÇÃO CÊNICO-MUSICAL;1;1;0;0;0;0;0;0;0;0;2024-2;CEN;Software
ENE0040;LABORATÓRIO DE SISTEMAS DIGITAIS;1;1;0;0;0;0;0;0;0;0;2024-2;ENE;Software
LIP0061;LATIM 1;1;1;0;1;0;0;0;0;0;1;2024-2;LIP;Software
FDD0141;LEGISLAÇÃO TRIBUTÁRIA;1;1;0;0;0;0;0;0;0;0;2024-2;FDD;Software
ADM0367;LGBT NAS ORGANIZAÇÕES;1;1;0;0;0;0;0;0;0;0;2024-2;ADM;Software
LET0103;LINGUA ALEMA 3;1;1;0;0;0;0;0;0;0;0;2024-2;LET;Software
LIP0174;LÍNGUA DE SINAIS BRASILEIRA - BÁSICO;3;3;0;0;0;0;0;0;2;2;2024-2;LIP;Software
MUS0097;LINGUAGEM E ESTRUTURAÇÃO MUSICAL 1;1;1;0;0;0;0;0;0;0;0;2024-2;MUS;Software
FIL0179;LÓGICA;1;1;0;1;0;0;0;0;0;1;2024-2;FIL;Software
MAT0023;MATEMATICA 2;1;1;0;0;0;1;0;0;0;1;2024-2;MAT;Software
FGA0085;MATEMÁTICA DISCRETA 1;2;241;10;99;0;14;0;0;10;133;2024-2;FGA;Software
FGA0108;MATEMÁTICA DISCRETA 2;3;234;8;38;0;8;0;0;19;73;2024-2;FGA;Software
CCA0153;MATEMÁTICA FINANCEIRA APLICADA ÀS CIÊNCIAS CONTÁBEIS;1;1;0;0;0;0;0;0;1;1;2024-2;CCA;Software
IFD0069;MECÂNICA;1;1;0;0;0;1;0;0;0;1;2024-2;IFD;Software
FGA0154;MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA;3;7;0;1;0;1;0;0;2;4;2024-2;FGA;Software
FGA0045;MECÂNICA DO VÔO;1;1;0;0;0;0;0;0;0;0;2024-2;FGA;Software
FGA0312;MÉTODOS DE DESENVOLVIMENTO DE SOFTWARE;3;197;7;13;0;3;0;0;6;29;2024-2;FGA;Software
ECL0017;METODOS EM BIOLOGIA 1;1;1;0;0;0;0;0;0;1;1;2024-2;ECL;Software
FGA0160;MÉTODOS NUMÉRICOS PARA ENGENHARIA;2;97;3;5;0;0;0;0;5;13;2024-2;FGA;Software
FGA0259;MODELAGEM DE SISTEMAS BIOLÓGICOS;1;1;0;0;0;0;0;0;1;1;2024-2;FGA;Software
CEM0067;MULTICULTURALISMO E BUDISMO NA CONTEMPORANEIDADE;1;1;0;0;0;1;0;0;0;1;2024-2;CEM;Software
FDD0155;NOÇÕES DE DIREITO;1;1;0;0;0;0;0;0;1;1;2024-2;FDD;Software
FGA0158;ORIENTAÇÃO A OBJETOS;4;202;5;16;0;8;0;0;6;35;2024-2;FGA;Software
FGA0210;PARADIGMAS DE PROGRAMAÇÃO;1;49;1;0;0;0;0;0;2;3;2024-2;FGA;Software
CEM0117;PENSAMENTO LGBT BRASILEIRO;1;1;0;1;0;0;0;0;0;1;2024-2;CEM;Software
COM0146;PESQUISA EM OPINIÃO E MERCADO;1;1;0;0;0;0;0;0;1;1;2024-2;COM;Software
FGA0071;PRÁTICA DE ELETRÔNICA DIGITAL 1;14;176;3;12;0;1;0;0;8;24;2024-2;FGA;Software
FGA0072;PRÁTICA DE ELETRÔNICA DIGITAL 2;1;1;0;0;0;0;0;0;0;0;2024-2;FGA;Software
FEF0107;PRATICA DESPORTIVA 2;4;5;0;0;0;0;0;0;1;1;2024-2;FEF;Software
CEM0142;PRÁTICA DESPORTIVA _x0096_ FUTMANOBOL;1;1;0;0;0;0;0;0;0;0;2024-2;CEM;Software
LET0072;PRATICA DO JAPONES ORAL E ESCRITO 1;1;1;0;0;0;0;0;0;0;0;2024-2;LET;Software
CIC0256;PRÁTICA EXTENSIONISTA EM COMPUTAÇÃO A;1;1;0;0;0;0;0;0;0;0;2024-2;CIC;Software
EST0023;PROBABILIDADE E ESTATÍSTICA;5;8;0;5;0;0;0;0;1;6;2024-2;EST;Software
FGA0157;PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA;2;153;3;5;0;3;0;0;2;13;2024-2;FGA;Software
LIP0106;PROCESSOS DE LEITURA E ESCRITA;1;1;1;0;0;0;0;0;0;1;2024-2;LIP;Software
FGA0274;PRODUTIVIDADE E PROFISSIONALISMO EM ENGENHARIA DE SOFTWARE;1;7;0;0;0;0;0;0;0;0;2024-2;FGA;Software
FGA0244;PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS;2;112;4;30;0;8;0;0;6;48;2024-2;FGA;Software
FGA0124;PROJETO DE ALGORITMOS;1;129;2;0;0;6;0;0;8;16;2024-2;FGA;Software
CIC0189;PROJETO E ANÁLISE DE ALGORITMOS;1;2;0;1;0;0;0;0;1;2;2024-2;CIC;Software
FGA0150;PROJETO INTEGRADOR DE ENGENHARIA 1;5;114;0;6;0;0;0;0;8;14;2024-2;FGA;Software
FGA0250;PROJETO INTEGRADOR DE ENGENHARIA 2;5;84;0;1;0;0;0;0;1;2;2024-2;FGA;Software
CEM0051;PROMOÇÃO DA SAÚDE 3;1;59;1;3;0;0;0;0;9;13;2024-2;CEM;Software
PPB0046;PSICOLOGIA COGNITIVA 1;1;1;0;0;0;0;0;0;1;1;2024-2;PPB;Software
PCL0015;PSICOLOGIA DA PERSONALIDADE 1;1;1;0;0;0;0;0;0;1;1;2024-2;PCL;Software
FGA0315;QUALIDADE DE SOFTWARE 1;2;98;1;7;0;1;0;0;5;14;2024-2;FGA;Software
IQD0126;QUIMICA GERAL EXPERIMENTAL;3;3;0;1;0;0;0;0;0;1;2024-2;IQD;Software
IQD0125;QUIMICA GERAL TEORICA;5;11;0;4;0;0;0;0;1;5;2024-2;IQD;Software
CIC0124;REDES DE COMPUTADORES;3;7;0;1;0;0;0;0;0;1;2024-2;CIC;Software
FGA0313;REQUISITOS DE SOFTWARE;4;164;5;1;0;1;0;0;11;18;2024-2;FGA;Software
MAT0087;SEMINARIO TOPICOS ESPECIAIS;1;3;0;0;0;0;0;0;0;0;2024-2;MAT;Software
FGA0167;SISTEMAS AUTOMOTIVOS;1;6;0;0;0;0;0;0;2;2;2024-2;FGA;Software
FGA0137;SISTEMAS DE BANCO DE DADOS 1;3;187;1;6;0;11;0;0;7;25;2024-2;FGA;Software
FGA0060;SISTEMAS DE BANCO DE DADOS 2;3;200;5;5;0;15;0;0;27;52;2024-2;FGA;Software
FGA0135;SISTEMAS DE BANCOS DE DADOS;1;1;0;0;0;0;0;0;0;0;2024-2;FGA;Software
FGA0118;SISTEMAS DE INFORMAÇÃO GEOGRÁFICA PARA ENGENHARIA;1;1;0;0;0;0;0;0;0;0;2024-2;FGA;Software
ENE0039;SISTEMAS DIGITAIS;2;4;0;0;0;2;0;0;1;3;2024-2;ENE;Software
FGA0103;SISTEMAS OPERACIONAIS EMBARCADOS;1;4;0;0;0;0;0;0;1;1;2024-2;FGA;Software
ADM0021;SOCIOLOGIA APLICADA À ADMINISTRAÇÃO;1;1;0;0;0;1;0;0;0;1;2024-2;ADM;Software
CIC0197;TECNICAS DE PROGRAMAÇÃO 1;1;1;0;0;0;1;0;0;0;1;2024-2;CIC;Software
FGA0242;TÉCNICAS DE PROGRAMAÇÃO EM PLATAFORMAS EMERGENTES;1;81;2;1;0;0;0;0;0;3;2024-2;FGA;Software
CEN0055;TECNICAS EXPERIMENTAIS DE ARTES CENICAS 2;1;1;0;0;0;0;0;0;0;0;2024-2;CEN;Software
FGA0067;TEORIA DE CIRCUITOS ELETRÔNICOS 1;1;1;0;0;0;0;0;0;1;1;2024-2;FGA;Software
FGA0073;TEORIA DE ELETRÔNICA DIGITAL 1;3;197;3;33;0;18;0;0;8;62;2024-2;FGA;Software
MAT0038;TEORIA DOS NÚMEROS 1;2;28;0;9;0;0;0;0;3;12;2024-2;MAT;Software
FGA0314;TESTES DE SOFTWARE;2;129;1;0;0;4;0;0;4;9;2024-2;FGA;Software
CIC0087;TOPICOS AVANCADOS EM COMPUTADORES;1;2;0;0;0;0;0;0;2;2;2024-2;CIC;Software
PPB0066;TOPICOS EM PSICOBIOLOGIA;1;1;0;0;0;0;0;0;0;0;2024-2;PPB;Software
FGA0134;TÓPICOS ESPECIAIS DE ENGENHARIA DE SOFTWARE;2;98;3;11;0;12;0;0;42;68;2024-2;FGA;Software
POL0021;TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 1;1;1;0;0;0;0;0;0;0;0;2024-2;POL;Software
FGA0261;TÓPICOS ESPECIAIS EM ELETRONICA;3;16;0;1;0;0;0;0;0;1;2024-2;FGA;Software
FGA0037;TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;1;0;0;0;0;0;0;0;0;2024-2;FGA;Software
FGA0214;TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA;1;1;0;0;0;0;0;0;1;1;2024-2;FGA;Software
FGA0034;TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;27;1;0;0;0;0;0;0;1;2024-2;FGA;Software
FGA0053;TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;111;1;37;0;8;0;0;25;71;2024-2;FGA;Software
DPG1322;TÓPICOS ESPECIAIS EM SISTEMAS BIOMÉDICOS ELETRÔNICOS;1;1;0;0;0;0;0;0;0;0;2024-2;DPG;Software
CEM0015;UNIVERSIDADE, SOCIEDADE E ESTADO;1;2;0;0;0;1;0;0;0;1;2024-2;CEM;Software
DSC0172;VIGILÂNCIA EPIDEMIOLÓGICA PARTICIPATIVA;1;303;1;14;0;0;0;0;3;18;2024-2;DSC;Software
MAT0039;ALGEBRA LINEAR;1;1;0;0;0;0;0;0;1;1;2025-1;MAT;Software
CIC0004;ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;5;38;3;5;0;2;0;0;1;11;2025-1;CIC;Software
MAT0045;ANALISE 1;1;1;0;0;0;0;0;0;1;1;2025-1;MAT;Software
CEM0136;A ORIGEM DA VIDA;1;1;0;0;0;0;0;0;0;0;2025-1;CEM;Software
FGA0083;APRENDIZADO DE MÁQUINA;1;58;0;2;0;1;0;0;6;9;2025-1;FGA;Software
CEM0023;APRENDIZAGEM E DESENVOLVIMENTO MOTOR HUMANO 2;1;1;0;0;0;0;0;0;0;0;2025-1;CEM;Software
FGA0208;ARQUITETURA E DESENHO DE SOFTWARE;2;148;3;3;0;3;0;0;6;15;2025-1;FGA;Software
COM0213;AVALIAÇÃO EM PROJETOS DE COMUNICAÇÃO;1;1;0;0;0;0;0;0;0;0;2025-1;COM;Software
MAT0025;CÁLCULO 1;5;45;4;14;0;2;0;0;6;26;2025-1;MAT;Software
MAT0137;CÁLCULO 1 - SEMIPRESENCIAL;4;6;2;2;0;0;0;0;0;4;2025-1;MAT;Software
MAT0026;CÁLCULO 2;10;167;8;32;0;1;0;0;11;52;2025-1;MAT;Software
MAT0027;CÁLCULO 3;6;33;1;1;0;2;0;0;4;8;2025-1;MAT;Software
ADM0192;CALCULO FINANCEIRO;2;2;0;0;0;0;0;0;1;1;2025-1;ADM;Software
MAT0053;CALCULO NUMERICO;2;3;1;1;0;0;0;0;1;3;2025-1;MAT;Software
FGA0254;CIÊNCIAS AEROESPACIAIS;1;2;0;1;0;0;0;0;0;1;2025-1;FGA;Software
FGA0003;COMPILADORES 1;3;312;11;30;0;2;0;0;28;71;2025-1;FGA;Software
EST0001;COMPUTAÇÃO EM ESTATÍSTICA 1;1;2;1;1;0;0;0;0;0;2;2025-1;EST;Software
CEM0084;CULTURA E PAZ;1;1;0;0;0;0;0;0;1;1;2025-1;CEM;Software
FGA0168;DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR;5;32;1;12;0;2;0;0;9;24;2025-1;FGA;Software
ENC0053;DESENHO TECNICO;1;1;0;0;0;0;0;0;1;1;2025-1;ENC;Software
FGA0174;DESENVOLVIMENTO SUSTENTÁVEL;1;5;0;0;0;0;0;0;2;2;2025-1;FGA;Software
FGA0265;ECONOMIA DE ENERGIA;1;32;0;0;0;0;0;0;10;10;2025-1;FGA;Software
FGA0166;ELEMENTOS E MÉTODOS EM ELETRÔNICA;1;6;0;2;0;0;0;0;1;3;2025-1;FGA;Software
FGA0308;ELETRÔNICA EMBARCADA;1;1;0;0;0;0;0;0;1;1;2025-1;FGA;Software
IQD0451;EMPREENDEDORISMO TECNOLÓGICO: PRINCÍPIOS E ESTRATÉGIAS PARA CRIAÇÃO SPIN-OFFS DEEPTECHS;1;3;0;0;0;0;0;0;0;0;2025-1;IQD;Software
FGA0316;ENGENHARIA DE PRODUTO DE SOFTWARE;2;63;0;1;0;0;0;0;0;1;2025-1;FGA;Software
FGA0148;ENGENHARIA DE SEGURANÇA DO TRABALHO;2;97;4;0;0;7;0;0;17;28;2025-1;FGA;Software
FGA0131;ENGENHARIA DE SOFTWARE AUTOMOTIVO;1;3;0;1;0;0;0;0;2;3;2025-1;FGA;Software
FGA0302;ENGENHARIA E AMBIENTE;3;43;4;3;0;2;0;0;5;14;2025-1;FGA;Software
FGA0133;ENGENHARIA ECONÔMICA;2;175;1;21;0;0;0;0;7;29;2025-1;FGA;Software
EST0019;ESTATÍSTICA APLICADA;1;1;0;0;0;0;0;0;0;0;2025-1;EST;Software
EST0033;ESTATÍSTICA EXPLORATÓRIA;1;2;1;1;0;0;0;0;0;2;2025-1;EST;Software
CIC0090;ESTRUTURAS DE DADOS;4;24;1;1;0;2;0;0;2;6;2025-1;CIC;Software
FGA0146;ESTRUTURAS DE DADOS 1;2;215;4;42;0;16;0;0;15;77;2025-1;FGA;Software
FGA0030;ESTRUTURAS DE DADOS 2;1;126;3;23;0;10;0;0;34;70;2025-1;FGA;Software
FGA0320;FELICIDADE;1;82;8;7;0;0;0;0;4;19;2025-1;FGA;Software
ENM0080;FENOMENOS DE TRANSPORTE;1;1;0;1;0;0;0;0;0;1;2025-1;ENM;Software
FIL0180;FILOSOFIA ANTIGA;1;1;0;0;0;0;0;0;0;0;2025-1;FIL;Software
IFD0171;FISICA 1;12;84;7;11;0;7;0;0;17;42;2025-1;IFD;Software
IFD0173;FISICA 1 EXPERIMENTAL;16;77;2;1;0;2;0;0;9;14;2025-1;IFD;Software
IFD0175;FISICA 2;1;1;0;1;0;0;0;0;0;1;2025-1;IFD;Software
IFD0177;FISICA 2 EXPERIMENTAL;3;3;0;0;0;1;0;0;0;1;2025-1;IFD;Software
IFD0006;FÍSICA EXPERIMENTAL PARA CIÊNCIAS AGRÁRIAS;1;1;0;0;0;0;0;0;0;0;2025-1;IFD;Software
FGA0169;FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO;1;19;0;1;0;0;0;0;0;1;2025-1;FGA;Software
FGA0142;FUNDAMENTOS DE ARQUITETURA DE COMPUTADORES;2;196;3;39;0;36;0;0;17;95;2025-1;FGA;Software
FGA0006;FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;4;0;1;0;0;0;0;1;2;2025-1;FGA;Software
FGA0211;FUNDAMENTOS DE REDES DE COMPUTADORES;2;150;3;6;0;0;0;0;2;11;2025-1;FGA;Software
FGA0109;FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;80;4;9;0;0;0;0;4;17;2025-1;FGA;Software
FGA0170;FUNDAMENTOS DE SISTEMAS OPERACIONAIS;1;130;0;11;0;1;0;0;4;16;2025-1;FGA;Software
FCTE0001;FUNDAMENTOS LÓGICOS DE INTELIGÊNCIA ARTIFICIAL;1;37;1;1;0;0;0;0;21;23;2025-1;FCT;Software
IFD0011;FUNDAMENTOS MATEMÁTICOS DA FÍSICA A;1;1;0;0;0;1;0;0;0;1;2025-1;IFD;Software
FGA0317;GERÊNCIA DE CONFIGURAÇÃO E EVOLUÇÃO DE SOFTWARE;2;157;6;21;0;0;0;0;6;33;2025-1;FGA;Software
FGA0307;GESTÃO DA PRODUÇÃO E QUALIDADE;2;129;2;7;0;1;0;0;13;23;2025-1;FGA;Software
FGA0164;HUMANIDADES E CIDADANIA;4;182;8;0;0;11;0;0;15;34;2025-1;FGA;Software
CIC0142;INFORMATICA E SOCIEDADE;1;2;0;0;0;0;0;0;1;1;2025-1;CIC;Software
LET0334;INGLÊS: COMPREENSÃO DA LÍNGUA ORAL 1;1;1;0;0;0;0;0;0;0;0;2025-1;LET;Software
FDD0004;INSTITUIÇÕES DE DIREITO PÚBLICO E PRIVADO;2;2;1;0;0;0;0;0;0;1;2025-1;FDD;Software
FGA0221;INTELIGÊNCIA ARTIFICIAL;1;45;5;6;0;0;0;0;5;16;2025-1;FGA;Software
FGA0173;INTERAÇÃO HUMANO COMPUTADOR;3;143;2;0;0;0;0;0;4;6;2025-1;FGA;Software
ADM0023;INTRODUÇÃO À ADMINISTRAÇÃO;4;4;1;0;0;0;0;0;2;3;2025-1;ADM;Software
MAT0031;INTRODUCAO A ALGEBRA LINEAR;6;90;7;14;0;4;0;0;9;34;2025-1;MAT;Software
DAN0022;INTRODUÇÃO À ANTROPOLOGIA;1;2;1;0;0;0;0;0;0;1;2025-1;DAN;Software
CIC0007;INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO;2;2;1;1;0;0;0;0;0;2;2025-1;CIC;Software
POL0011;INTRODUÇÃO À CIÊNCIA POLÍTICA;3;5;1;0;0;0;0;0;0;1;2025-1;POL;Software
CCA0103;INTRODUÇÃO À CONTABILIDADE;3;5;0;1;0;0;0;0;4;5;2025-1;CCA;Software
ECO0019;INTRODUÇÃO À ECONOMIA;8;11;2;0;0;0;0;0;7;9;2025-1;ECO;Software
FGA0163;INTRODUÇÃO À ENGENHARIA;2;14;5;0;0;2;0;0;2;9;2025-1;FGA;Software
FIL0069;INTRODUÇÃO À FILOSOFIA;2;2;1;0;0;0;0;0;0;1;2025-1;FIL;Software
LIP0045;INTRODUÇÃO À LINGUÍSTICA;1;1;0;0;0;0;0;0;1;1;2025-1;LIP;Software
MUS0540;INTRODUCAO AO CONTRABAIXO 1;1;1;0;0;0;0;0;0;0;0;2025-1;MUS;Software
CIC0191;INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS;1;4;0;2;0;1;0;0;0;3;2025-1;CIC;Software
FDD0006;INTRODUÇÃO AO DIREITO 1;2;2;1;0;0;0;0;0;0;1;2025-1;FDD;Software
HIS0084;INTRODUÇÃO AO ESTUDO DA HISTÓRIA;1;1;0;0;0;0;0;0;0;0;2025-1;HIS;Software
IRI0013;INTRODUÇÃO AO ESTUDO DAS RELAÇÕES INTERNACIONAIS;1;1;0;0;0;0;0;0;0;0;2025-1;IRI;Software
MUS0564;INTRODUÇÃO AO SAXOFONE 2;1;1;0;0;0;0;0;0;0;0;2025-1;MUS;Software
EST0069;INTRODUCAO A PROBABILIDADE;1;1;0;0;0;1;0;0;0;1;2025-1;EST;Software
PPB0014;INTRODUÇÃO À PSICOLOGIA;3;3;0;0;0;1;0;0;0;1;2025-1;PPB;Software
CIC0190;INTRODUÇÃO A SISTEMAS MULTIAGENTE;1;1;0;0;0;0;0;0;0;0;2025-1;CIC;Software
SOL0042;INTRODUÇÃO À SOCIOLOGIA;4;5;1;0;0;0;0;0;1;2;2025-1;SOL;Software
LET0074;JAPONES 2;1;1;0;0;0;0;0;0;0;0;2025-1;LET;Software
MUS0087;LABORATÓRIO DE MÚSICA E TECNOLOGIA;1;1;0;0;0;1;0;0;0;1;2025-1;MUS;Software
LIP0061;LATIM 1;1;1;0;0;0;0;0;0;0;0;2025-1;LIP;Software
FUP0129;LÍNGUA BRASILEIRA DE SINAIS 1;1;1;0;0;0;0;0;0;0;0;2025-1;FUP;Software
LET0378;LINGUA CHINESA 3;1;1;0;0;0;0;0;0;0;0;2025-1;LET;Software
LIP0174;LÍNGUA DE SINAIS BRASILEIRA - BÁSICO;4;4;0;1;0;0;0;0;1;2;2025-1;LIP;Software
COM0132;LINGUAGENS DA COMUNICAÇÃO 2;1;1;0;0;0;0;0;0;0;0;2025-1;COM;Software
CIC0093;LINGUAGENS DE PROGRAMACAO;1;1;0;0;0;0;0;0;0;0;2025-1;CIC;Software
CCA0003;MANAGEMENT ACCOUNTING AND CONTROL SYSTEMS;1;1;1;0;0;0;0;0;0;1;2025-1;CCA;Software
FGA0085;MATEMÁTICA DISCRETA 1;2;212;5;92;0;7;0;0;11;115;2025-1;FGA;Software
FGA0108;MATEMÁTICA DISCRETA 2;2;129;7;36;0;1;0;0;14;58;2025-1;FGA;Software
IFD0069;MECÂNICA;1;1;0;1;0;0;0;0;0;1;2025-1;IFD;Software
FGA0154;MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA;3;6;0;0;0;1;0;0;1;2;2025-1;FGA;Software
GPP0009;METODOLOGIA DE PESQUISA APLICADA À GPP;1;1;0;0;0;0;0;0;0;0;2025-1;GPP;Software
