Código;Nome;Turmas;Discentes;Cancelamentos;Reprovações Média;Reprovações Nota;Reprovações Falta;Reprovações Média e Falta;Reprovações Nota e Falta;Trancamentos;Total Insucesso;Semestre;Departamento;Curso
FGA0312;MÉTODOS DE DESENVOLVIMENTO DE SOFTWARE;3;187;4;16;0;1;0;0;7;28;2025-1;FGA;Software
FGA0188;MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2;0;1;0;0;0;0;0;1;2025-1;FGA;Software
FGA0160;MÉTODOS NUMÉRICOS PARA ENGENHARIA;3;144;5;17;0;4;0;0;22;48;2025-1;FGA;Software
CEM0067;MULTICULTURALISMO E BUDISMO NA CONTEMPORANEIDADE;1;2;0;0;0;1;0;0;1;2;2025-1;CEM;Software
FGA0090;ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA;1;2;0;0;0;1;0;0;0;1;2025-1;FGA;Software
FGA0158;ORIENTAÇÃO A OBJETOS;4;172;7;21;0;3;0;0;12;43;2025-1;FGA;Software
FGA0210;PARADIGMAS DE PROGRAMAÇÃO;1;125;5;41;0;3;0;0;7;56;2025-1;FGA;Software
FCTE0002;PARADIGMAS DE SOLUÇÃO DE PROBLEMAS;1;49;1;13;0;1;0;0;18;33;2025-1;FCT;Software
CEM0117;PENSAMENTO LGBT BRASILEIRO;1;1;0;0;0;0;0;0;0;0;2025-1;CEM;Software
FGA0069;PRÁTICA DE CIRCUITOS ELETRÔNICOS 1;2;6;0;0;0;0;0;0;2;2;2025-1;FGA;Software
FGA0071;PRÁTICA DE ELETRÔNICA DIGITAL 1;10;139;7;4;0;5;0;0;6;22;2025-1;FGA;Software
FGA0072;PRÁTICA DE ELETRÔNICA DIGITAL 2;2;2;0;0;0;0;0;0;0;0;2025-1;FGA;Software
FEF0105;PRÁTICA DESPORTIVA;2;2;0;0;0;0;0;0;1;1;2025-1;FEF;Software
LET0075;PRATICA DO JAPONES ORAL E ESCRITO 2;1;1;0;0;0;0;0;0;0;0;2025-1;LET;Software
EST0023;PROBABILIDADE E ESTATÍSTICA;4;9;0;2;0;1;0;0;2;5;2025-1;EST;Software
FGA0157;PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA;2;75;5;4;0;1;0;0;2;12;2025-1;FGA;Software
FGA0244;PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS;2;121;4;16;0;6;0;0;13;39;2025-1;FGA;Software
FGA0198;PROJETO COM CIRCUITOS RECONFIGURAVEIS;1;1;0;0;0;0;0;0;0;0;2025-1;FGA;Software
FGA0124;PROJETO DE ALGORITMOS;1;128;0;2;0;4;0;0;3;9;2025-1;FGA;Software
CIC0189;PROJETO E ANÁLISE DE ALGORITMOS;1;1;0;0;0;0;0;0;0;0;2025-1;CIC;Software
FGA0303;PROJETO INTEGRADOR DE ENGENHARIA 1;5;144;3;2;0;0;0;0;11;16;2025-1;FGA;Software
FGA0304;PROJETO INTEGRADOR DE ENGENHARIA 2;5;100;0;0;0;0;0;0;1;1;2025-1;FGA;Software
CEM0051;PROMOÇÃO DA SAÚDE 3;1;57;0;10;0;0;0;0;6;16;2025-1;CEM;Software
PCL0015;PSICOLOGIA DA PERSONALIDADE 1;1;1;0;0;0;0;0;0;1;1;2025-1;PCL;Software
FGA0315;QUALIDADE DE SOFTWARE 1;2;118;0;13;0;2;0;0;4;19;2025-1;FGA;Software
IQD0126;QUIMICA GERAL EXPERIMENTAL;4;5;1;1;0;0;0;0;1;3;2025-1;IQD;Software
IQD0125;QUIMICA GERAL TEORICA;5;12;1;0;0;2;0;0;2;5;2025-1;IQD;Software
CIC0124;REDES DE COMPUTADORES;2;7;0;1;0;0;0;0;0;1;2025-1;CIC;Software
FGA0313;REQUISITOS DE SOFTWARE;3;160;0;4;0;0;0;0;2;6;2025-1;FGA;Software
CIC0201;SEGURANÇA COMPUTACIONAL;1;1;0;1;0;0;0;0;0;1;2025-1;CIC;Software
MAT0087;SEMINARIO TOPICOS ESPECIAIS;1;3;0;0;0;0;0;0;0;0;2025-1;MAT;Software
FGA0102;SINAIS E SISTEMAS PARA ENGENHARIA;1;1;0;0;0;0;0;0;0;0;2025-1;FGA;Software
FGA0167;SISTEMAS AUTOMOTIVOS;1;11;0;2;0;1;0;0;1;4;2025-1;FGA;Software
FGA0137;SISTEMAS DE BANCO DE DADOS 1;3;200;1;8;0;9;0;0;12;30;2025-1;FGA;Software
FGA0060;SISTEMAS DE BANCO DE DADOS 2;2;142;2;34;0;14;0;0;37;87;2025-1;FGA;Software
ENE0039;SISTEMAS DIGITAIS;1;2;0;0;0;0;0;0;2;2;2025-1;ENE;Software
FGA0309;SISTEMAS OPERACIONAIS EMBARCADOS;1;4;0;0;0;0;0;0;2;2;2025-1;FGA;Software
ADM0021;SOCIOLOGIA APLICADA À ADMINISTRAÇÃO;1;1;0;0;0;0;0;0;0;0;2025-1;ADM;Software
COM0207;TÉCNICAS DE JORNALISMO RÁDIO E TV;1;2;0;0;0;0;0;0;1;1;2025-1;COM;Software
FGA0242;TÉCNICAS DE PROGRAMAÇÃO EM PLATAFORMAS EMERGENTES;3;122;1;10;0;0;0;0;4;15;2025-1;FGA;Software
TEL0060;TEORIA DA NARRATIVA;1;1;0;0;0;0;0;0;0;0;2025-1;TEL;Software
FGA0067;TEORIA DE CIRCUITOS ELETRÔNICOS 1;2;8;0;2;0;0;0;0;3;5;2025-1;FGA;Software
FGA0086;TEORIA DE ELETRICIDADE APLICADA;1;1;0;0;0;0;0;0;1;1;2025-1;FGA;Software
FGA0073;TEORIA DE ELETRÔNICA DIGITAL 1;3;173;6;36;0;12;0;0;7;61;2025-1;FGA;Software
FGA0074;TEORIA DE ELETRÔNICA DIGITAL 2;1;2;0;0;0;0;0;0;0;0;2025-1;FGA;Software
MAT0038;TEORIA DOS NÚMEROS 1;2;12;0;1;0;0;0;0;1;2;2025-1;MAT;Software
FDD0249;TEORIA GERAL DO ESTADO;1;1;0;0;0;0;0;0;0;0;2025-1;FDD;Software
FGA0314;TESTES DE SOFTWARE;2;156;0;0;0;4;0;0;12;16;2025-1;FGA;Software
MUS0721;TÓPICOS DE APLICAÇÃO DE TECNOLOGIA À COMPOSIÇÃO MUSICAL;1;1;1;0;0;0;0;0;0;1;2025-1;MUS;Software
PPB0066;TOPICOS EM PSICOBIOLOGIA;1;1;0;0;0;0;0;0;0;0;2025-1;PPB;Software
FGA0261;TÓPICOS ESPECIAIS EM ELETRONICA;5;17;0;1;0;0;0;0;4;5;2025-1;FGA;Software
FGA0214;TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA;1;1;0;0;0;0;0;0;1;1;2025-1;FGA;Software
FGA0054;TÓPICOS ESPECIAIS EM GOVERNANÇA DE TECNOLOGIA DA INFORMAÇÃO;1;30;0;0;0;0;0;0;1;1;2025-1;FGA;Software
FGA0053;TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;32;1;0;0;3;0;0;11;15;2025-1;FGA;Software
CEM0015;UNIVERSIDADE, SOCIEDADE E ESTADO;1;1;0;0;0;1;0;0;0;1;2025-1;CEM;Software
DSC0172;VIGILÂNCIA EPIDEMIOLÓGICA PARTICIPATIVA;1;245;8;11;0;0;0;0;5;24;2025-1;DSC;Software
FGA0266;ACÚSTICA E VIBRAÇÕESVEICULARES;1;7;1;1;0;0;0;0;0;2;2023-2;FGA;Automotiva
CIC0004;"ALGORITMOS E
PROGRAMAÇÃO DE 
COMPUTADORES";5;12;0;5;0;3;0;0;2;10;2023-2;CIC;Automotiva
FGA0229;ANÁLISE ESTRUTURALMÉTODO DOS ELEMENTOS FINITOS;1;21;1;6;0;0;0;0;0;7;2023-2;FGA;Automotiva
FGA0194;"ARQUITETURA DE
MOTORES DE COMBUSTÃO INTERNA";1;5;0;0;0;0;0;0;1;1;2023-2;FGA;Automotiva
MAT0025;CÁLCULO 1;4;18;0;13;0;0;0;0;2;15;2023-2;MAT;Automotiva
MAT0026;CÁLCULO 2;5;12;0;6;0;0;0;0;5;11;2023-2;MAT;Automotiva
MAT0027;CÁLCULO 3;4;6;1;1;0;0;0;0;1;3;2023-2;MAT;Automotiva
ADM0192;CALCULO FINANCEIRO;1;1;0;0;0;0;0;0;0;0;2023-2;ADM;Automotiva
FGA0168;"DESENHO INDUSTRIALASSISTIDO POR 
COMPUTADOR";6;14;0;3;0;1;0;0;2;6;2023-2;FGA;Automotiva
ENC0053;DESENHO TECNICO;1;1;0;0;0;0;0;0;1;1;2023-2;ENC;Automotiva
FGA0230;DINÂMICA DE VEÍCULOS;1;11;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0023;DINÂMICA DOSMECANISMOS;1;15;0;9;0;1;0;0;3;13;2023-2;FGA;Automotiva
FGA0265;ECONOMIA DE ENERGIA;1;2;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0166;ELEMENTOS E MÉTODOSEM ELETRÔNICA;1;1;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0226;ELETRÔNICA VEICULAR;1;13;2;7;0;0;0;0;2;11;2023-2;FGA;Automotiva
FGA0284;ENGENHARIA DEMANUTENÇÃO;1;6;0;0;0;0;0;0;2;2;2023-2;FGA;Automotiva
FGA0175;ENGENHARIA DEPETRÓLEO E GÁS;1;1;0;1;0;0;0;0;0;1;2023-2;FGA;Automotiva
FGA0148;"ENGENHARIA DE
SEGURANÇA DO 
TRABALHO";2;5;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0131;ENGENHARIA DESOFTWARE AUTOMOTIVO;1;6;0;2;0;0;0;0;4;6;2023-2;FGA;Automotiva
FGA0161;ENGENHARIA E AMBIENTE;3;9;0;1;0;1;0;0;1;3;2023-2;FGA;Automotiva
FGA0133;ENGENHARIA ECONÔMICA;3;8;0;0;0;2;0;0;0;2;2023-2;FGA;Automotiva
FGA0076;"EQUIPAMENTOS
TERMOFLUIDOS 
AUTOMOTIVOS";1;9;0;0;0;0;0;0;1;1;2023-2;FGA;Automotiva
FGA0152;ERGONOMIA DO PRODUTO;1;6;1;0;0;0;0;0;1;2;2023-2;FGA;Automotiva
FGA0147;ESTRUTURA DE DADOS EALGORITMOS;1;1;0;0;0;1;0;0;0;1;2023-2;FGA;Automotiva
ENM0080;FENOMENOS DETRANSPORTE;5;17;0;7;0;0;0;0;2;9;2023-2;ENM;Automotiva
IFD0171;FISICA 1;8;13;0;6;0;2;0;0;2;10;2023-2;IFD;Automotiva
IFD0173;FISICA 1 EXPERIMENTAL;6;7;0;2;0;0;0;0;0;2;2023-2;IFD;Automotiva
FGA0169;"FONTES DE ENERGIA ETECNOLOGIAS DE 
CONVERSÃO";1;2;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
IGD0167;FUNDAMENTOS DAHISTÓRIA DA TERRA;1;1;1;0;0;0;0;0;0;1;2023-2;IGD;Automotiva
FGA0117;FUNDAMENTOS DEENERGIA NUCLEAR;1;1;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0195;GESTÃO DA PRODUÇÃOAUTOMOTIVA;1;6;1;0;0;0;0;0;0;1;2023-2;FGA;Automotiva
FGA0184;GESTÃO DA PRODUÇÃO EQUALIDADE;2;7;0;1;0;0;0;0;0;1;2023-2;FGA;Automotiva
FGA0164;HUMANIDADES ECIDADANIA;4;14;0;3;0;1;0;0;3;7;2023-2;FGA;Automotiva
FGA0232;INTEGRAÇÃO E TESTES;1;5;0;0;0;0;0;0;1;1;2023-2;FGA;Automotiva
ADM0023;INTRODUÇÃO ÀADMINISTRAÇÃO;2;2;0;1;0;0;0;0;0;1;2023-2;ADM;Automotiva
MAT0031;INTRODUCAO A ALGEBRALINEAR;5;12;0;4;0;0;0;0;5;9;2023-2;MAT;Automotiva
FTD0007;INTRODUCAO A ATIVIDADEEMPRESARIAL;1;2;0;0;0;0;0;0;0;0;2023-2;FTD;Automotiva
CIC0007;INTRODUÇÃO À CIÊNCIADA COMPUTAÇÃO;2;2;1;0;0;0;0;0;0;1;2023-2;CIC;Automotiva
ECO0019;INTRODUÇÃO À ECONOMIA;1;1;0;1;0;0;0;0;0;1;2023-2;ECO;Automotiva
FGA0163;INTRODUÇÃO ÀENGENHARIA;2;7;0;0;0;2;0;0;0;2;2023-2;FGA;Automotiva
FGA0125;INTRODUÇÃO ÀGEOMETRIA ANALÍTICA;2;3;0;1;0;1;0;0;0;2;2023-2;FGA;Automotiva
FGA0285;INTRODUÇÃO À MECÂNICADA FRATURA;1;2;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0155;INTRODUÇÃO AO DESIGN ECONCEPÇÃO DE VEÍCULOS;1;12;0;3;0;0;0;0;1;4;2023-2;FGA;Automotiva
FGA0087;LABORATÓRIO DEELETRICIDADE APLICADA;3;10;1;1;0;0;0;0;0;2;2023-2;FGA;Automotiva
FGA0075;"LABORATÓRIO DE
MATERIAIS DE 
CONSTRUÇÃO";6;9;0;2;0;0;0;0;0;2;2023-2;FGA;Automotiva
FGA0107;"LABORATÓRIO DE
ONDULATÓRIA E FÍSICA TÉRMICA PARA A 
ENGENHARIA";1;8;0;0;0;1;0;0;0;1;2023-2;FGA;Automotiva
FGA0191;MATERIAIS COMPOSTOS EPLÁSTICOS;1;10;1;4;0;0;0;0;0;5;2023-2;FGA;Automotiva
FGA0154;MECANICA DOS SÓLIDOS 1PARA ENGENHARIA;3;14;0;8;0;1;0;0;2;11;2023-2;FGA;Automotiva
FGA0179;MECANICA DOS SÓLIDOS 2PARA ENGENHARIA;1;8;0;3;0;2;0;0;1;6;2023-2;FGA;Automotiva
FGA0188;MÉTODOS EXPERIMENTAISPARA ENGENHARIA;1;11;0;2;0;1;0;0;2;5;2023-2;FGA;Automotiva
FGA0160;MÉTODOS NUMÉRICOSPARA ENGENHARIA;3;4;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0259;MODELAGEM DE SISTEMASBIOLÓGICOS;1;1;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FDD0155;NOÇÕES DE DIREITO;1;1;0;0;0;0;0;0;0;0;2023-2;FDD;Automotiva
FGA0090;"ONDULATÓRIA E FÍSICATÉRMICA PARA 
ENGENHARIA";1;6;0;2;0;0;0;0;2;4;2023-2;FGA;Automotiva
EPR0068;ORGANIZAÇÃOINDUSTRIAL;1;1;0;0;0;0;0;0;0;0;2023-2;EPR;Automotiva
FGA0158;ORIENTAÇÃO A OBJETOS;1;1;0;1;0;0;0;0;0;1;2023-2;FGA;Automotiva
FGA0069;PRÁTICA DE CIRCUITOSELETRÔNICOS 1;3;4;0;1;0;0;0;0;1;2;2023-2;FGA;Automotiva
FGA0120;PRÁTICA DEELETROMAGNETISMO;2;2;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
EST0023;PROBABILIDADE EESTATÍSTICA;1;1;0;1;0;0;0;0;0;1;2023-2;EST;Automotiva
FGA0157;"PROBABILIDADE E
ESTATÍSTICA APLICADO A ENGENHARIA";2;8;0;0;0;1;0;0;0;1;2023-2;FGA;Automotiva
FGA0190;PROJETO DE ELEMENTOSAUTOMOTIVOS;1;7;1;0;0;0;0;0;0;1;2023-2;FGA;Automotiva
FGA0267;PROJETO DE ESTRUTURASDE VEICULOS;1;12;0;1;0;0;0;0;1;2;2023-2;FGA;Automotiva
FGA0228;PROJETO DE SISTEMASAUTOMOTIVOS;1;10;0;1;0;0;0;0;1;2;2023-2;FGA;Automotiva
FGA0150;PROJETO INTEGRADOR DEENGENHARIA 1;1;8;2;1;0;0;0;0;0;3;2023-2;FGA;Automotiva
FGA0250;PROJETO INTEGRADOR DEENGENHARIA 2;1;10;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
CEM0051;PROMOÇÃO DA SAÚDE 3;1;1;0;0;0;0;0;0;0;0;2023-2;CEM;Automotiva
IQD0126;QUIMICA GERALEXPERIMENTAL;10;11;1;2;0;1;0;0;1;5;2023-2;IQD;Automotiva
IQD0125;QUIMICA GERAL TEORICA;4;16;1;7;0;1;0;0;1;10;2023-2;IQD;Automotiva
FGA0102;SINAIS E SISTEMAS PARAENGENHARIA;2;6;0;0;0;0;0;0;1;1;2023-2;FGA;Automotiva
FGA0167;SISTEMAS AUTOMOTIVOS;1;6;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0040;SISTEMAS DE CONTROLEAUTOMOTIVO;1;5;0;2;0;0;0;0;0;2;2023-2;FGA;Automotiva
FGA0270;SISTEMAS HIDRÁULICOS EPNEUMÁTICOS;1;1;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0055;TECNOLOGIAS DEFABRICAÇÃO 1;1;7;0;0;0;0;0;0;1;1;2023-2;FGA;Automotiva
FGA0056;TECNOLOGIAS DEFABRICAÇÃO 2;1;6;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0067;TEORIA DE CIRCUITOSELETRÔNICOS 1;2;8;0;2;0;0;0;0;2;4;2023-2;FGA;Automotiva
FGA0086;TEORIA DE ELETRICIDADEAPLICADA;2;9;0;4;0;0;0;0;2;6;2023-2;FGA;Automotiva
FGA0078;TEORIA DE MATERIAIS DECONSTRUÇÃO;2;14;0;11;0;0;0;0;0;11;2023-2;FGA;Automotiva
ENM0068;TERMODINAMICA 1;1;1;0;0;0;0;0;0;0;0;2023-2;ENM;Automotiva
PED0057;TOPICOS EM PSICOLOGIADO DESENVOLVIMENTO;1;2;0;0;0;0;0;0;0;0;2023-2;PED;Automotiva
FGA0134;"TÓPICOS ESPECIAIS DEENGENHARIA DE 
SOFTWARE";1;6;0;0;0;0;0;0;0;0;2023-2;FGA;Automotiva
FGA0214;TÓPICOS ESPECIAIS EMENGENHARIA AUTOMOTIVA;2;17;1;0;0;0;0;0;6;7;2023-2;FGA;Automotiva
DSC0172;"VIGILÂNCIA
EPIDEMIOLÓGICA 
PARTICIPATIVA";3;10;0;0;0;0;0;0;1;1;2023-2;DSC;Automotiva
FGA0266;ACÚSTICA E VIBRAÇÕESVEICULARES;1;7;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
CIC0004;"ALGORITMOS E
PROGRAMAÇÃO DE 
COMPUTADORES";3;7;1;1;0;0;0;0;0;2;2024-1;CIC;Automotiva
FGA0229;ANÁLISE ESTRUTURALMÉTODO DOS ELEMENTOS FINITOS;1;16;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0013;ANATOMIA E FISIOLOGIAHUMANA;1;1;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0194;"ARQUITETURA DE
MOTORES DE COMBUSTÃO INTERNA";1;7;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
MAT0025;CÁLCULO 1;4;9;2;0;0;0;0;0;0;2;2024-1;MAT;Automotiva
MAT0137;CÁLCULO 1 -SEMIPRESENCIAL;1;1;1;0;0;0;0;0;0;1;2024-1;MAT;Automotiva
MAT0026;CÁLCULO 2;4;7;1;2;0;0;0;0;0;3;2024-1;MAT;Automotiva
MAT0027;CÁLCULO 3;1;1;0;0;0;0;0;0;0;0;2024-1;MAT;Automotiva
FGA0168;"DESENHO INDUSTRIALASSISTIDO POR 
COMPUTADOR";4;9;0;1;0;0;0;0;0;1;2024-1;FGA;Automotiva
FGA0230;DINÂMICA DE VEÍCULOS;1;8;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0023;DINÂMICA DOSMECANISMOS;1;5;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0226;ELETRÔNICA VEICULAR;1;6;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0284;ENGENHARIA DEMANUTENÇÃO;1;6;2;0;0;0;0;0;0;2;2024-1;FGA;Automotiva
FGA0175;ENGENHARIA DEPETRÓLEO E GÁS;1;2;0;0;0;1;0;0;0;1;2024-1;FGA;Automotiva
FGA0148;"ENGENHARIA DE
SEGURANÇA DO 
TRABALHO";2;14;2;0;0;1;0;0;0;3;2024-1;FGA;Automotiva
FGA0161;ENGENHARIA E AMBIENTE;3;6;0;1;0;0;0;0;0;1;2024-1;FGA;Automotiva
FGA0133;ENGENHARIA ECONÔMICA;2;9;2;0;0;0;0;0;0;2;2024-1;FGA;Automotiva
FGA0076;"EQUIPAMENTOS
TERMOFLUIDOS 
AUTOMOTIVOS";1;7;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0152;ERGONOMIA DO PRODUTO;1;8;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
ENM0080;FENOMENOS DETRANSPORTE;3;6;0;0;0;0;0;0;0;0;2024-1;ENM;Automotiva
IFD0171;FISICA 1;4;6;3;0;0;0;0;0;0;3;2024-1;IFD;Automotiva
IFD0173;FISICA 1 EXPERIMENTAL;5;7;1;1;0;0;0;0;0;2;2024-1;IFD;Automotiva
IFD0175;FISICA 2;1;1;0;0;0;0;0;0;0;0;2024-1;IFD;Automotiva
IFD0177;FISICA 2 EXPERIMENTAL;1;1;0;0;0;0;0;0;0;0;2024-1;IFD;Automotiva
FGA0141;GESTÃO AMBIENTAL NOSETOR ENERGÉTICO;1;1;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0195;GESTÃO DA PRODUÇÃOAUTOMOTIVA;1;3;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0184;GESTÃO DA PRODUÇÃO EQUALIDADE;2;6;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0164;HUMANIDADES ECIDADANIA;4;16;3;0;0;1;0;0;0;4;2024-1;FGA;Automotiva
FGA0232;INTEGRAÇÃO E TESTES;1;2;1;0;0;0;0;0;0;1;2024-1;FGA;Automotiva
ADM0023;INTRODUÇÃO ÀADMINISTRAÇÃO;1;1;0;0;0;0;0;0;0;0;2024-1;ADM;Automotiva
MAT0031;INTRODUCAO A ALGEBRALINEAR;4;11;1;2;0;0;0;0;0;3;2024-1;MAT;Automotiva
CIC0007;INTRODUÇÃO À CIÊNCIADA COMPUTAÇÃO;1;1;0;0;0;0;0;0;0;0;2024-1;CIC;Automotiva
ECO0019;INTRODUÇÃO À ECONOMIA;1;2;1;0;0;0;0;0;0;1;2024-1;ECO;Automotiva
FGA0163;INTRODUÇÃO ÀENGENHARIA;3;8;0;1;0;0;0;0;0;1;2024-1;FGA;Automotiva
FGA0285;INTRODUÇÃO À MECÂNICADA FRATURA;1;3;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
FGA0155;INTRODUÇÃO AO DESIGN ECONCEPÇÃO DE VEÍCULOS;1;4;0;1;0;0;0;0;0;1;2024-1;FGA;Automotiva
FGA0087;LABORATÓRIO DEELETRICIDADE APLICADA;3;4;0;1;0;0;0;0;0;1;2024-1;FGA;Automotiva
FGA0075;"LABORATÓRIO DE
MATERIAIS DE 
CONSTRUÇÃO";3;3;0;1;0;0;0;0;0;1;2024-1;FGA;Automotiva
FGA0107;"LABORATÓRIO DE
ONDULATÓRIA E FÍSICA TÉRMICA PARA A 
ENGENHARIA";1;6;1;0;0;0;0;0;0;1;2024-1;FGA;Automotiva
ENM0070;MAQUINAS TERMICAS;1;1;0;0;0;0;0;0;0;0;2024-1;ENM;Automotiva
FGA0191;MATERIAIS COMPOSTOS EPLÁSTICOS;1;7;0;0;0;0;0;0;0;0;2024-1;FGA;Automotiva
ENM0120;MECANICA 1;1;1;0;1;0;0;0;0;0;1;2024-1;ENM;Automotiva
